SITE_NO,STATION_NM,REG,SQMI,ABS_DIFF
01105892,"WANKINCO RIVER AT WAREHAM, MA",01,20.5749,0.0037
01105895,"WEWEANTIC RIVER AT SOUTH WAREHAM, MA",01,56.6426,0.0097
01105905,"SIPPICAN RIVER NEAR MARION, MA",01,28.0536,0.0017
01105911,"MATTAPOISETT RIVER AT RNSVLE RD NR ROCHESTER, MA",01,11.1357,0.0057
01105914,"MATTAPOISETT R AT TINKHAM LANE NR MATTAPOISETT, MA",01,18.5838,0.0211
01105917,"MATTAPOISETT RIVER NEAR MATTAPOISETT, MA",01,23.6571,0.0143
01105926,"ACUSHNET RIVER AT ACUSHNET, MA",01,14.3253,0.1265
01105933,"PASKAMANSET RIVER NEAR SOUTH DARTMOUTH, MA",01,26.2928,0.0035
01105945,"EAST BRANCH WESTPORT RIVER,ON FORGE RD. AT FORGE P",01,27.9691,0.0082
01106468,"MATFIELD RIVER AT N CENTRAL ST AT E BRIDGEWATER,MA",01,30.6684,0.0039
01106470,"MATFIELD RIVER AT EAST BRIDGEWATER, MA",01,30.7577,0.0046
01106500,"MATFIELD RIVER AT ELMWOOD, MA",01,40.3359,0.0041
01106800,"SHUMATUSCACANT RIVER NEAR HANSON, MA",01,10.1856,0.0111
01106900,"POOR MEADOW BROOK AT SOUTH HANSON, MA",01,14.5094,0.0062
01106920,"SATUCKET RIVER AT EAST BRIDGEWATER, MA",01,34.6865,0.0033
01107000,"DORCHESTER BROOK NEAR BROCKTON, MA",01,5.1081,0.0938
01107050,"HOCKOMOCK RIVER NEAR WEST BRIDGEWATER, MA",01,20.9474,0.0218
01107100,"TOWN RIVER AT BRIDGEWATER, MA",01,55.5709,0.0005
01107200,"TAUNTON RIVER AT TITICUT, NEAR BRIDGEWATER, MA",01,184.8000,0.0154
01107220,"FALL BROOK AT EAST FREETOWN, MA",01,12.9704,0.0099
01107400,"FALL BROOK NEAR MIDDLEBORO, MA",01,8.7248,0.0639
01107800,"NEMASKET RIVER NEAR MIDDLEBORO, MA",01,69.4970,0.0014
01108000,"TAUNTON RIVER NEAR BRIDGEWATER, MA",01,261.6363,0.0024
01108360,"MULBERRY MEADOW BROOK NEAR NORTON, MA",01,11.8696,0.0109
01108400,"MILL RIVER NEAR TAUNTON, MA",01,44.7807,0.0896
01108500,"WADING RIVER AT WEST MANSFIELD, MA",01,19.9921,0.0252
01109000,"WADING RIVER NEAR NORTON, MA",01,44.1941,0.0207
01109060,"THREEMILE RIVER AT NORTH DIGHTON, MA",01,84.9825,0.0081
01109070,"SEGREGANSET RIVER NEAR DIGHTON, MA",01,10.4893,0.0104
01109087,"ASSONET RIVER AT ASSONET, MA",01,20.8935,0.0093
01109090,"RATTLESNAKE BROOK NEAR ASSONET, MA",01,4.2599,0.0071
01109200,"WEST BRANCH PALMER RIVER NEAR REHOBOTH, MA",01,3.8926,0.1052
01109215,"PALMER RIVER NEAR REHOBOTH, MA",01,25.3056,0.0558
01109403,"TEN MILE RIVER AT PAWTUCKET AVE @ E PROVIDENCE, RI",01,53.1243,0.0005
01109500,"KETTLE BROOK AT WORCESTER, MA",01,31.7467,0.0046
01109570,"TATNUCK BROOK BEL COES RES AT WORCESTER, MASS.",01,11.3455,0.0134
01109595,"MIDDLE RIVER OFF SUTTON LANE AT WORCESTER, MA",01,48.3115,0.0038
01109658,"BLACKSTONE RIVER AT U.S.20 NEAR MILLBURY, MA",01,65.2968,0.0030
01109659,"BLACKSTONE R AT INT RT 146 AND I-90 NR MILLBURY,MA",01,65.5943,0.0616
01109730,"BLACKSTONE RIVER, W. MAIN ST., AT MILLBURY, MA",01,71.7188,0.0045
01109852,"BLACKSTONE R AT DEPOT RD WILKINSONVILLE,MA",01,93.0766,0.0084
01110000,"QUINSIGAMOND RIVER AT NORTH GRAFTON, MA",01,25.3557,0.0095
01110095,"QUINSIGAMOND RIVER AT PLEASANT ST NEAR GRAFTON, MA",01,35.8064,0.0081
01110100,"QUINSIGAMOND RIVER NEAR GRAFTON, MA",01,36.9674,0.0036
01110400,"BLACKSTONE R, 0.8 MI DS FROM DEPOT ST NR S.GRAFTON",01,138.2558,0.0019
01110500,"BLACKSTONE RIVER AT NORTHBRIDGE, MA",01,140.3557,0.0046
01111000,"MUMFORD RIVER AT EAST DOUGLAS, MA",01,29.5408,0.0151
01111050,"MUMFORD RIVER AT UXBRIDGE, MA",01,56.1599,0.0147
01111150,"WEST RIVER AT WEST UPTON, MA",01,14.6165,0.0057
01111200,"WEST RIVER BELOW WEST HILL DAM, NR UXBRIDGE, MA",01,27.9458,0.0016
01111212,"BLACKSTONE RIVER, RT 122 BRIDGE NEAR UXBRIDGE, MA",01,243.7952,0.0008
01111225,"EMERSON BROOK NEAR UXBRIDGE, MA",01,7.4776,0.0300
01111300,"NIPMUC RIVER NEAR HARRISVILLE, RI",01,16.3192,0.0199
01111400,"CHEPACHET RIVER AT CHEPACHET, RI",01,15.6037,0.1032
01111410,"CHEPACHET RIVER WEST OF GAZZA RD AT GAZZAVILLE, RI",01,19.1665,0.0017
01111500,"BRANCH RIVER AT FORESTDALE, RI",01,91.5980,0.0044
01112262,"MILL RIVER AT SUMMER STREET NEAR BLACKSTONE, MA",01,28.6068,0.0048
01112268,MILL RIVER AT HARRIS PD OUTLET AT WOONSOCKET RI,01,33.1314,0.0010
01112500,"BLACKSTONE RIVER AT WOONSOCKET, RI",01,404.4103,0.0279
01112700,"BLACKSTONE RIVER TRIBUTARY AT WOONSOCKET, RI",01,2.2781,0.0138
01112900,"BLACKSTONE RIVER AT MANVILLE, RI",01,420.4942,0.0235
01113895,BLACKSTONE R AT ROOSEVELT ST AT PAWTUCKET RI,01,481.6733,0.0162
01114500,"WOONASQUATUCKET RIVER AT CENTERDALE, RI",01,37.4049,0.0234
01115098,"PEEPTOAD BROOK AT ELMDALE RD NR NORTH SCITUATE, RI",01,5.1571,0.0397
01115100,"MOSQUITOHAWK BROOK NEAR NORTH SCITUATE, RI",01,2.7987,0.0854
01115110,"HUNTINGHOUSE BK AT ELMDALE RD AT N SCITUATE, RI",01,6.0651,0.0388
01115184,"SPRUCE BROOK NR NORTH SCITUATE, RI",01,1.4039,0.1321
01115187,"PONAGANSET RIVER AT SOUTH FOSTER, RI",01,14.9904,0.0410
01115190,"DOLLY COLE BK AT OLD DANIELSON PK AT S FOSTER, RI",01,4.9726,0.0192
01115275,"BEAR TREE BROOK NR CLAYVILLE, RI",01,0.6484,0.0132
01115280,"CORK BK AT ROCKLAND SCITUATE RD NR CLAYVILLE, RI",01,1.8184,0.0480
01115500,"PAWTUXET RIVER AT FISKEVILLE, RI",01,103.7560,0.0172
01115630,"NOOSENECK RIVER AT NOOSENECK, RI",01,8.3926,0.0198
01115770,"CARR RIVER NEAR NOOSENECK, RI",01,7.3004,0.0040
01115833,"BIG RIVER HARKNEY HILL RD NR COVENTRY CTR,RI",01,29.0300,0.0222
01115900,"FLAT RIVER NEAR COVENTRY, RI",01,10.3201,0.1304
01116000,"SOUTH BRANCH PAWTUXET RIVER AT WASHINGTON, RI",01,64.9643,0.0345
01116300,"FURNACE HILL BROOK AT CRANSTON, RI",01,4.0250,0.0394
01116500,"PAWTUXET RIVER AT CRANSTON, RI",01,202.7100,0.0136
01116905,"HUNT R 250 FT DS FRY BRK AT FRENCHTOWN, RI",01,15.7382,0.0164
01117000,"HUNT RIVER NEAR EAST GREENWICH, RI",01,23.0441,0.0063
01117100,"ANNAQUATUCKET RIVER AT BELLEVILLE, RI",01,5.6109,0.1287
01117350,"CHIPUXET RIVER AT WEST KINGSTON, RI",01,9.7349,0.0151
01117370,QUEEN R AT LIBERTY RD AT LIBERTY RI,01,19.4893,0.0056
01117410,"USQUEPAUG RIVER AT RT 138 AT USQUEPAUG, RI",01,33.4824,0.0224
01117420,"USQUEPAUG RIVER NEAR USQUEPAUG, RI",01,35.9597,0.0039
01117424,"CHICKASHEEN BROOK AT WEST KINGSTON, RI",01,5.1025,0.0586
01117430,"PAWCATUCK RIVER, BISCUIT CITY RD., AT KENYON, RI",01,72.9899,0.0040
01117468,"BEAVER RIVER NEAR USQUEPAUG, RI",01,9.7843,0.1031
01117471,"BEAVER RIVER SHANNOCK HILL RD, NEAR SHANNOCK, RI",01,12.3314,0.1010
01117472,"BEAVER RIVER AT KENYON, RI",01,12.9409,0.1061
01117500,"PAWCATUCK RIVER AT WOOD RIVER JUNCTION, RI",01,100.5549,0.0055
01117800,"WOOD RIVER NEAR ARCADIA, RI",01,35.3109,0.0032
01118000,"WOOD RIVER AT HOPE VALLEY, RI",01,74.5988,0.0304
01118010,"PAWCATUCK RIVER AT BURDICKVILLE, RI",01,206.2388,0.0060
01118300,"PENDLETON HILL BROOK NEAR CLARKS FALLS, CT.",01,4.0017,0.0046
01118360,"ASHAWAY RIVER AT ASHAWAY, RI",01,27.1556,0.0505
01118500,"PAWCATUCK RIVER AT WESTERLY, RI",01,295.6653,0.0023
01119000,GREAT BK AT POQUONOCK BRIDGE CT,01,15.3483,0.0885
01119260,"FURNACE BK AT STAFFORDVILLE,CT.",01,8.9374,0.0025
01119280,"WILLIMANTIC R AT STAFFORD SPRINGS,CT.",01,52.7879,0.0077
01119320,"ROARING BK NR STAFFORD SPRINGS, CT.",01,15.1328,0.0365
01119382,"WILLIMANTIC RIVER AT MERROW RD. NEAR MERROW, CT",01,97.0067,0.0073
01119384,"WILLIMANTIC RIVER NEAR MANSFIELD DEPOT, CT",01,98.7035,0.0072
01119480,"MILL BK NR S COVENTRY, CT.",01,4.1056,0.0137
01119500,"WILLIMANTIC RIVER NEAR COVENTRY, CT.",01,121.5621,0.0046
01119800,"SKUNGAMAUG RIVER NEAR NORTH COVENTRY,CONN.",01,18.8225,0.0093
01119820,"SKUNGAMAUG RIVER AT NORTH COVENTRY, CONN",01,24.5571,0.0058
01120000,"HOP R NR COLUMBIA, CT.",01,74.4626,0.0045
01120790,"NATCHAUG RIVER AT MARCY RD. NEAR CHAPLIN, CT",01,71.1500,0.0699
01120800,NATCHAUG R AT CHAPLIN CT,01,72.9256,0.0740
01121000,"MOUNT HOPE RIVER NEAR WARRENVILLE, CT.",01,26.0343,0.0897
01121300,"FENTON R AT EAST WILLINGTON, CT.",01,12.3411,0.0826
01121330,"FENTON RIVER AT MANSFIELD,CT",01,19.0894,0.0431
01122000,"NATCHAUG RIVER AT WILLIMANTIC, CT.",01,175.0154,0.0058
01122500,"SHETUCKET RIVER NEAR WILLIMANTIC, CT.",01,404.8144,0.0020
01122610,"SHETUCKET R AT SOUTH WINDHAM, CT",01,410.1021,0.0052
01123000,"LITTLE RIVER NEAR HANOVER, CT.",01,30.0589,0.0020
01123360,"QUINEBAUG R BL E BRIMFIELD DAM AT FISKDALE, MA",01,62.6535,0.0009
01123500,"QUINEBAUG RIVER AT WESTVILLE, MA",01,88.8862,0.0504
01123600,"QUINEBAUG R BL WESTVILLE DAM NR SOUTHBRIDGE, MA",01,94.4474,0.0005
01124000,"QUINEBAUG RIVER AT QUINEBAUG, CT.",01,151.0209,0.0257
01124151,"QUINEBAUG R AT WEST THOMPSON, CONN.",01,167.5333,0.0260
01124285,"FRENCH RIVER NEAR NORTH OXFORD, MA",01,20.0064,0.0003
01124350,"FRENCH RIVER BELOW DAM, AT HODGES VILLAGE, MA",01,31.0660,0.0043
01124910,"MILL BROOK NEAR WEBSTER, MA",01,10.9609,0.0244
01125100,"FRENCH R AT N GROSVENORDALE, CT.",01,101.7750,0.0077
01125400,"MUDDY BROOK AT EAST WOODSTOCK, CT.",01,12.9193,0.0138
01125411,"MUDDY BROOK NR WOODSTOCK, CT.",01,18.1782,0.0067
01125415,"MUDDY BROOK AT CHILDS HILL RD NR WOODSTOCK, CT.",01,20.1572,0.0021
01125490,"LITTLE RIVER AT HARRISVILLE, CT",01,36.1122,0.0087
01125500,"QUINEBAUG RIVER AT PUTNAM, CT",01,324.2926,0.0113
01126000,"FIVEMILE R AT KILLINGLY, CT.",01,58.0604,0.0045
01126500,"MOOSUP R AT MOOSUP, CT.",01,81.6661,0.0231
01126600,"BLACKWELL BK NR BROOKLYN, CT.",01,17.1108,0.0065
01126700,"KITT BK NR CANTERBURY, CT.",01,10.2649,0.0752
01126910,"LOWDEN BK NR VOLUNTOWN, CT.",01,2.5523,0.1049
01126923,DENISON BK AT VOLUNTOWN CT,01,3.8912,0.0439
01126950,"PACHAUG R AT PACHAUG, CT.",01,52.9231,0.0015
01127000,"QUINEBAUG RIVER AT JEWETT CITY, CT.",01,708.0408,0.0070
01127100,"BROAD BK NR PRESTON CITY, CT.",01,12.2772,0.0178
01127400,"SUSQUETONSCUT BK AT YANTIC, CT.",01,15.2649,0.0277
01127500,"YANTIC RIVER AT YANTIC, CT.",01,90.7255,0.0160
01127680,"TRADING COVE BK AT LEFFINGWELL, CT.",01,5.2061,0.1318
01127729,"HALLS BK AT HALLVILLE, CT.",01,18.1320,0.0302
01127749,"Oxoboxo Brook below Rockland Pond at Montville, CT",01,9.6870,0.0175
01127750,"OXOBOXO BK AT MONTVILLE, CT.",01,10.2697,0.0312
01127760,"HUNTS BK AT OLD NORWICH RD AT QUAKER HILL, CT",01,11.5030,0.0003
01127821,Fourmile River below I-95 nr East Lyme,01,6.2642,0.0475
01127880,"BIG BROOK NEAR PITTSBURG, NH",01,6.5491,0.0297
01128500,"CONNECTICUT R AT FIRST CONN LK NR PITTSBURG, NH",01,83.2631,0.0032
01129200,"CONNECTICUT R BELOW INDIAN STREAM NR PITTSBURG, NH",01,254.3411,0.0013
01129440,MOHAWK RIVER NEAR COLEBROOK NH,01,35.2796,0.0387
01129500,"CONNECTICUT RIVER AT NORTH STRATFORD, NH",01,796.1882,0.0035
01130000,"UPPER AMMONOOSUC RIVER NEAR GROVETON, NH",01,230.8703,0.0049
01131500,"CONNECTICUT RIVER NEAR DALTON, NH",01,1512.6434,0.0009
01133000,"EAST BRANCH PASSUMPSIC RIVER NEAR EAST HAVEN, VT",01,53.3984,0.0075
01133500,"PASSUMPSIC RIVER NEAR ST. JOHNSBURY, VT",01,232.0733,0.0208
01134500,"MOOSE RIVER AT VICTORY, VT",01,75.5523,0.0047
01134800,"KIRBY BROOK AT CONCORD, VT",01,7.9540,0.0119
01135000,"MOOSE RIVER AT ST. JOHNSBURY, VT",01,129.0752,0.0084
01135300,"SLEEPERS RIVER (SITE W-5) NEAR ST. JOHNSBURY, VT",01,42.6572,0.0057
01135500,"PASSUMPSIC RIVER AT PASSUMPSIC, VT",01,434.3246,0.0038
01136000,"STEVENS RIVER AT WEST BARNET, VT",01,22.5959,0.0178
01137500,"AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH",01,88.2718,0.0077
01137940,"AMMONOOSUC RIVER BELOW LISBON DAM, AT LISBON, NH",01,288.1488,0.0005
01138000,"AMMONOOSUC RIVER NEAR BATH, NH",01,396.2498,0.0032
01138500,"CONNECTICUT RIVER AT WELLS RIVER, VT",01,2741.3292,0.0368
01139000,"WELLS RIVER AT WELLS RIVER, VT",01,98.8460,0.0045
01139500,"CONNECTICUT RIVER AT SOUTH NEWBURY, VT",01,2822.3635,0.0009
01139800,"EAST ORANGE BRANCH AT EAST ORANGE, VT",01,8.8030,0.0164
01139833,"PIKE HILL BR @ PIKE HILL RD W X, NR BRADFORD, VT",01,1.1311,0.0283
01140000,"SOUTH BRANCH WAITS RIVER NEAR BRADFORD, VT",01,43.7987,0.0000
01140500,"CONNECTICUT RIVER AT ORFORD, NH",01,3090.6567,0.0030
01140570,"LAKE MOREY TRIBUTARY #6 NEAR FAIRLEE, VT",01,0.6196,0.0682
01140590,"GLENN FALLS BK (LAKE MOREY TR #3) NEAR FAIRLEE, VT",01,1.7295,0.0545
01140600,"LAKE MOREY OUTLET AT FAIRLEE, VT",01,7.3439,0.1044
01141500,"OMPOMPANOOSUC RIVER AT UNION VILLAGE, VT",01,130.6760,0.0052
01141800,"MINK BROOK NEAR ETNA, NH",01,4.7415,0.0308
01142000,"WHITE RIVER NEAR BETHEL, VT",01,237.7082,0.0137
01142500,"AYERS BROOK AT RANDOLPH, VT",01,30.6726,0.0057
01143500,"WHITE RIVER AT SHARON, VT",01,654.7452,0.0011
01144000,"WHITE RIVER AT WEST HARTFORD, VT",01,687.2411,0.0040
01144500,"CONNECTICUT RIVER AT WEST LEBANON, NH",01,4089.4183,0.0006
01145000,"MASCOMA RIVER AT WEST CANAAN, NH",01,80.4516,0.0006
01150500,"MASCOMA RIVER AT MASCOMA, NH",01,153.5440,0.0036
01150800,"KENT BROOK NEAR KILLINGTON, VT",01,3.2622,0.0144
01150900,"OTTAUQUECHEE RIVER NEAR WEST BRIDGEWATER, VT",01,23.6165,0.0093
01151000,"OTTAUQUECHEE RIVER AT WOODSTOCK, VT",01,126.9774,0.0078
01151500,"OTTAUQUECHEE RIVER AT NORTH HARTLAND, VT",01,222.4523,0.0066
01152500,"SUGAR RIVER AT WEST CLAREMONT, NH",01,270.4164,0.0053
01152800,"BLACK R AT COVERED BRIDGE, AT WEATHERSFIELD, VT",01,115.0376,0.0091
01152860,"NORTH BRANCH BLACK RIVER AT FELCHVILLE, VT",01,17.7880,0.0050
01153000,"BLACK RIVER AT NORTH SPRINGFIELD, VT",01,158.9103,0.0058
01153015,"GREAT BROOK AT MAIN ST, @ NORTH SPRINGFIELD, VT",01,10.6978,0.0275
01153280,"WILLIAMS RIVER AT CHESTER, VT",01,28.1985,0.0140
01153500,"WILLIAMS RIVER AT BROCKWAYS MILLS, VT",01,101.6078,0.0135
01153550,WILLIAMS RIVER NEAR ROCKINGHAM VT,01,111.7955,0.0018
01154000,"SAXTONS RIVER AT SAXTONS RIVER, VT",01,72.3273,0.0018
01154500,"CONNECTICUT RIVER AT NORTH WALPOLE, NH",01,5490.3764,0.0005
01154950,"COLD RIVER AT HIGH STREET, AT ALSTEAD, NH",01,74.5046,0.0013
01155000,"COLD RIVER AT DREWSVILLE, NH",01,83.1731,0.0057
01155200,"SACKETS BROOK NEAR PUTNEY, VT",01,10.2131,0.0213
01155300,"FLOOD BROOK NEAR LONDONDERRY, VT",01,9.2995,0.0054
01155349,"WEST RIVER BELOW WINHALL RIVER, NEAR JAMAICA, VT",01,161.0269,0.0002
01155500,"WEST RIVER AT JAMAICA, VT",01,177.5333,0.0082
01155910,"WEST RIVER BELOW TOWNSHEND DAM NEAR TOWNSHEND, VT",01,279.2586,0.0097
01156000,"WEST RIVER AT NEWFANE, VT",01,305.8173,0.0071
01156500,"CONNECTICUT RIVER AT VERNON, VT",01,6259.9778,0.0010
01157000,"ASHUELOT RIVER NEAR GILSUM, NH",01,70.4936,0.0085
01158000,"ASHUELOT RIVER BELOW SURRY MT DAM, NEAR KEENE, NH",01,101.9014,0.0089
01158500,"OTTER BROOK NEAR KEENE, NH",01,41.9695,0.0078
01158600,"OTTER BROOK BELOW OTTER BROOK DAM, NEAR KEENE, NH",01,47.2569,0.0012
01159600,"BEAVER BROOK NEAR KEENE, NH",01,5.8517,0.0149
01160000,"S BR ASHUELOT RIVER AT WEBB, NR MARLBOROUGH, NH",01,35.8749,0.0035
01160350,"ASHUELOT RIVER AT WEST SWANZEY, NH",01,315.8368,0.0005
01161000,"ASHUELOT RIVER AT HINSDALE, NH",01,420.7308,0.0017
01161400,"MILLERS RIVER AT ROUTE 12 (EAST) NR WINCHENDON, MA",01,23.4285,0.0115
01161500,"TARBELL BROOK NEAR WINCHENDON, MA",01,18.5473,0.0420
01162000,"MILLERS RIVER NEAR WINCHENDON, MA",01,82.0942,0.0036
01162100,"MILLERS RIVER NEAR BALDWINSVILLE, MA",01,85.1066,0.0060
01162500,"PRIEST BROOK NEAR WINCHENDON, MA",01,19.2294,0.0088
01162900,"OTTER RIVER AT GARDNER, MA",01,20.0856,0.0461
01163000,"OTTER RIVER AT GARDNER RD AT GARDNER, MA",01,21.1562,0.0578
01163200,"OTTER RIVER AT OTTER RIVER, MA",01,33.9209,0.0053
01163400,"OTTER RIVER NEAR BALDWINSVILLE, MA",01,60.9171,0.0003
01163500,"BIRCH HILL RESERVOIR AT SOUTH ROYALSTON, MA",01,176.1371,0.0065
01164000,"MILLERS RIVER AT SOUTH ROYALSTON, MA",01,189.7692,0.0041
01165000,"EAST BRANCH TULLY RIVER NEAR ATHOL, MA",01,50.0115,0.0097
01165090,"WEST BRANCH TULLY RIVER AT NORTH ORANGE, MA",01,14.1981,0.0070
01165300,"LAKE ROHUNTA OUTLET NEAR ATHOL, MA",01,20.1492,0.0074
01165500,"MOSS BROOK AT WENDELL DEPOT, MA",01,12.3616,0.0216
01166105,"WHETSTONE BROOK AT DEPOT RD AT WENDELL DEPOT, MA",01,5.2158,0.0008
01166500,"MILLERS RIVER AT ERVING, MA",01,372.7623,0.0020
01167000,"CONNECTICUT RIVER AT TURNERS FALLS, MA",01,7191.7350,0.0040
01167200,"FALL RIVER AT BERNARDSTON, MA",01,25.8859,0.0112
01168151,"DEERFIELD RIVER NEAR ROWE, MA",01,255.1042,0.0043
01168300,"COLD RIVER NEAR ZOAR, MA",01,29.6767,0.0026
01168400,"CHICKLEY RIVER NEAR CHARLEMONT, MA",01,27.2123,0.0041
01168490,"MILL BROOK AT CHARLEMONT, MA",01,11.8675,0.0027
01168500,"DEERFIELD RIVER AT CHARLEMONT, MA",01,362.3563,0.0038
01168650,"CLESSON BROOK NEAR SHELBURNE FALLS, MA",01,18.1908,0.0005
01168950,"WEST BRANCH NORTH RIVER AT LYONSVILLE, MA",01,29.8741,0.0025
01169000,"NORTH RIVER AT SHATTUCKVILLE, MA",01,89.2837,0.0032
01169600,"BEAR RIVER NEAR CONWAY, MA",01,10.3483,0.0145
01169801,"SOUTH RIVER NORTH POLAND RD, NR BURKVILLE, MA",01,15.5234,0.0049
01169900,"SOUTH RIVER NEAR CONWAY, MA",01,24.0039,0.0040
01170000,"DEERFIELD RIVER NEAR WEST DEERFIELD, MA",01,560.3770,0.0061
01170070,"GREEN RIVER NEAR LEYDEN, MA",01,34.9846,0.0033
01170100,"GREEN RIVER NEAR COLRAIN, MA",01,41.2203,0.0043
01170140,"GREEN RIVER AB WORKMAN BK NEAR GREENFIELD, MA",01,50.4500,0.0088
01170500,"CONNECTICUT RIVER AT MONTAGUE CITY, MA",01,7858.3571,0.0002
01170580,"SAWMILL RIVER AT MEADOW ROAD, AT MONTAGUE, MA",01,29.6576,0.0019
01171290,"HOP BROOK AT SOUTH AMHERST, MA",01,14.8893,0.0129
01171300,"FORT RIVER NEAR AMHERST, MA",01,41.9990,0.0120
01171420,"MILL RIVER AT HAYDENVILLE, MA",01,28.0278,0.0335
01171500,"MILL RIVER AT NORTHAMPTON, MA",01,50.3409,0.0429
01171780,"MANHAN RIVER AT EASTHAMPTON, MA",01,58.1577,0.0007
01171800,"BASSETT BROOK NEAR NORTHAMPTON, MA",01,5.6822,0.0220
01171950,"BATCHELOR BROOK AT SOUTH HADLEY, MA",01,31.0455,0.0015
01171970,"STONY BROOK AT MORGAN ST AT SOUTH HADLEY, MA",01,18.6609,0.0074
01172000,"CONNECTICUT RIVER AT HOLYOKE, MA",01,8299.7312,0.0011
01172003,"CONNECTICUT RIVER BELOW POWER DAM AT HOLYOKE,MA",01,8303.5164,0.0007
01172010,CONNECTICUT R AT INTERSTATE 391 BRIDGE AT HOLYOKE,01,8311.0156,0.0025
01172500,"WARE RIVER NEAR BARRE, MA",01,55.0938,0.0001
01172680,"NATTY P BK TEMPLETON RD (DS) NR HUBBARDSTON, MA",01,1.5623,0.0415
01172700,"NATTY POND BROOK AT HUBBARDSTON, MA",01,2.4394,0.0122
01172800,"NATTY POND BROOK NEAR HUBBARDSTON, MA",01,5.4719,0.0015
01173000,"WARE RIVER AT INTAKE WORKS NEAR BARRE, MA",01,96.3263,0.0003
01173260,"MOOSE BROOK NEAR BARRE, MA",01,4.7332,0.0223
01173500,"WARE RIVER AT GIBBS CROSSING, MA",01,197.0397,0.0002
01174000,"HOP BROOK NEAR NEW SALEM, MA",01,3.5628,0.0510
01174050,"EAST BRANCH FEVER BROOK NEAR PETERSHAM, MA",01,5.1588,0.0637
01174500,"EAST BRANCH SWIFT RIVER NEAR HARDWICK, MA",01,43.6430,0.0013
01174565,"WEST BRANCH SWIFT RIVER NEAR SHUTESBURY, MA",01,12.7390,0.0110
01174570,"DICKEY BROOK NEAR COOLEYVILLE, MA",01,1.2173,0.0229
01174575,"DICKEY BROOK TRIBUTARY NEAR COOLEYVILLE, MA",01,1.1815,0.1146
01174600,"CADWELL CREEK NEAR PELHAM, MA",01,0.6258,0.0430
01174900,"CADWELL CREEK NEAR BELCHERTOWN, MA",01,2.7059,0.0611
01175500,"SWIFT RIVER AT WEST WARE, MA",01,189.2250,0.0012
01175670,"SEVENMILE RIVER NEAR SPENCER, MA",01,9.2478,0.0497
01175710,"FIVEMILE RIVER NEAR NORTH BROOKFIELD, MA",01,12.8679,0.0252
01175850,"MILL BROOK NEAR WEST BROOKFIELD, MA",01,11.8418,0.0388
01176000,"QUABOAG RIVER AT WEST BRIMFIELD, MA",01,149.4822,0.0035
01176410,"CONANT BROOK RESERVOIR NEAR SOUTH MONSON, MA",01,7.8137,0.0018
01177000,"CHICOPEE RIVER AT INDIAN ORCHARD, MA",01,689.3329,0.0005
01178000,"MILL RIVER AT SPRINGFIELD, MA",01,33.2951,0.0029
01178300,"SWIFT RIVER AT SWIFT RIVER, MA",01,23.9810,0.0472
01178500,"WESTFIELD RIVER AT WEST CHESTERFIELD, MA",01,112.4120,0.0219
01179500,"WESTFIELD RIVER AT KNIGHTVILLE, MA",01,162.9853,0.0123
01180500,"MIDDLE B WESTFIELD RIVER AT GOSS HEIGHTS, MA",01,52.7723,0.0014
01181000,"WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA",01,93.9752,0.0003
01183000,"LITTLE R AT OUTLET COBBLE MT RE NR WESTFIELD, MA",01,45.4218,0.0083
01183210,"MUNN BROOK NEAR WESTFIELD, MASS",01,21.6163,0.0263
01183375,"GREAT BROOK SHEEP PASTURE RD AT SOUTHWICK, MA",01,12.5329,0.0358
01183400,"GREAT BROOK NEAR SOUTHWICK, MA",01,16.7303,0.0201
01183450,"GREAT BROOK NEAR WESTFIELD, MA",01,23.0313,0.0191
01183500,"WESTFIELD RIVER NEAR WESTFIELD, MA",01,499.1503,0.0043
01183994,"FRESHWATER BROOK AT ENFIELD ST AT ENFIELD, CT",01,11.3039,0.0467
01184100,"STONY BROOK NEAR WEST SUFFIELD, CT.",01,9.9403,0.0442
01184205,"MUDDY BK AT SUFFIELD, CT.",01,11.3876,0.0011
01184277,"SCANTIC RIVER NEAR HAMPDEN, MA",01,24.2517,0.0061
01184280,"SCANTIC R NR NORTH SOMERS, CT.",01,26.3811,0.0265
01184300,"GILLETTE BK AT SOMERS, CT.",01,3.5990,0.0113
01184455,"MUDDY BROOK AT ELLINGTON, CT",01,0.8395,0.0627
01184470,"BROAD BROOK AT MELROSE, CT",01,11.6923,0.0007
01184490,"BROAD BROOK AT BROAD BROOK, CT.",01,15.5505,0.0033
01184500,"SCANTIC R AT BROAD BROOK, CT.",01,97.5714,0.0064
01185100,"FALL RIVER BELOW OTIS RESERVOIR, NEAR OTIS, MA",01,16.3473,0.0093
01185490,"CLAM RIVER AT WEST NEW BOSTON, MA",01,29.1012,0.0000
01185500,"WEST BRANCH FARMINGTON RIVER NEAR NEW BOSTON, MA",01,91.6699,0.0003
01186000,"WEST BRANCH FARMINGTON RIVER AT RIVERTON, CT",01,128.7968,0.0168
01186100,"MAD R AT WINSTED, CT.",01,18.5031,0.0002
01186400,"SANDY BK AT STATE HIGHWAY 8, AT ROBERTSVILLE, CT",01,35.5593,0.0189
01186500,"STILL RIVER AT ROBERTSVILLE, CT.",01,85.5162,0.0061
